Order_ID,Customer_Name,Email,Product_ID,Product_Category,Quantity,Unit_Price,Shipping_Cost,Payment_Method,Delivery_Status,Order_Date
ORD-1764,Rohit,,P_300,Fashion,10,414.21,,Net banking,Cancelled,10-11-2023
 ORD-1160 ,Priya,demo@outlook.com,,,10,414.55,,Paypal,,09-12-2023
ORD-1979,Priya,wrong@email@.com,,,1,440.18,,Credit Card,Pending,06/30/2023
ORD-1743,Amit$,user@gmail.com,P 400,Home & Kitchen,10,460.96,,Paypal,Pending,02-09-2023
ORD-1511,Amit$,test@yahoo.com,,Fashion,2,280.1,,Credit Card,Delivered,06/26/2023
ORD-1126,Amit$,test@yahoo.com,P-100@,Electronics,2,275.68,,,Cancelled,16-01-2023
ORD-1073,Ankit#,,P 400,Fashion,2,409.23,,,,04-06-2023
ORD-2126,Amit$,,P_300,Fashion,1,342.48,,Net banking,Pending,12-06-2023
ORD-1219,S@nja y,wrong@email@.com,P_300,,2,365.89,,Cash on Delivery,,04/23/2023
ORD-1350,Priya,,P#200,,10,408.11,,Credit Card,,04-06-2023
ORD-1115,S@nja y,wrong@email@.com,,Fashion,1,450.5,,Net banking,Delivered,09-03-2023
ORD-1072,Ankit#,test@yahoo.com,P_300,Home & Kitchen,2,202.1,,Paypal,Pending,13-05-2023
ORD-1027,Amit$,test@yahoo.com,P#200,,5,219.01,,Cash on Delivery,,30-03-2023
ORD-1749,Ankit#,wrong@email@.com,P-100@,Home & Kitchen,5,92.29,,Paypal,Pending,09-01-2023
ORD-1012,Neha!!,demo@outlook.com,,Home & Kitchen,10,310.23,,,Pending,10-06-2023
ORD-1465,Neha!!,wrong@email@.com,P 400,Fashion,5,66.17,,Credit Card,Pending,15-06-2023
ORD-1930,,,,,10,259.52,,Cash on Delivery,Pending,06/26/2023
ORD-1019,Amit$,test@yahoo.com,P_300,Electronics,1,294.19,,,Pending,07/27/2023
ORD-2109,Ankit#,demo@outlook.com,P_300,,5,178.94,,,,28-05-2023
ORD-1477,Rohit,user@gmail.com,P-100@,Home & Kitchen,2,315.87,,Net banking,Cancelled,02/23/2023
ORD-1827,Rahul@,,,,10,63.73,,Net banking,,07/17/2023
ORD-1162,S@nja y,user@gmail.com,P-100@,Fashion,5,66.81,,Cash on Delivery,Pending,02-04-2023
ORD-2109,Rahul@,user@gmail.com,P_300,Fashion,1,420.17,,Cash on Delivery,,21-09-2023
ORD-1221,Amit$,user@gmail.com,P#200,,2,212.09,,Paypal,Cancelled,06-06-2023
ORD-1274,Neha!!,demo@outlook.com,P#200,Home & Kitchen,5,107.18,,Cash on Delivery,,14-12-2023
ORD-1569,Amit$,,P 400,Electronics,5,285.01,,Net banking,Delivered,12/29/2023
ORD-2049,Rahul@,user@gmail.com,P-100@,Fashion,2,396.5,,,,06-10-2023
ORD-1803,Rahul@,user@gmail.com,P_300,,10,147.12,,,Delivered,19-07-2023
ORD-1883,Ankit#,test@yahoo.com,P 400,,,330.3,,Credit Card,Delivered,16-12-2023
ORD-1149,S@nja y,demo@outlook.com,P-100@,,1,88.41,,Credit Card,,13-12-2023
ORD-1117,Amit$,test@yahoo.com,,Home & Kitchen,10,73.26,,,,10-10-2023
ORD-1363,Rahul@,wrong@email@.com,P-100@,,1,289.11,,Net banking,Pending,06-09-2023
ORD-1293,Priya,,,Home & Kitchen,5,293.29,,Cash on Delivery,Pending,03-03-2023
ORD-2116,,demo@outlook.com,P#200,Home & Kitchen,2,336.84,,Paypal,Cancelled,06-03-2023
ORD-1189,Priya,demo@outlook.com,P 400,Home & Kitchen,1,376.74,,Cash on Delivery,Delivered,22-06-2023
ORD-2059,,demo@outlook.com,,Home & Kitchen,5,489.13,,Cash on Delivery,,02/24/2023
ORD-1069,Neha!!,demo@outlook.com,P_300,Home & Kitchen,5,282.34,,Credit Card,Delivered,26-09-2023
ORD-1767,,test@yahoo.com,P-100@,,2,195.33,,Paypal,Cancelled,10-06-2023
ORD-1299,Priya,user@gmail.com,,Fashion,2,407.83,,Cash on Delivery,Delivered,07/26/2023
ORD-1639,Amit$,test@yahoo.com,P-100@,Home & Kitchen,5,171.87,,Cash on Delivery,Delivered,06/29/2023
ORD-2168,,,P#200,Fashion,1,247.54,,Net banking,Delivered,04/25/2023
ORD-1983,Rohit,wrong@email@.com,P-100@,Home & Kitchen,5,85.31,,Credit Card,Cancelled,19-02-2023
ORD-1965,Rohit,test@yahoo.com,P#200,Fashion,5,61.41,,Net banking,Pending,26-04-2023
ORD-1237,Rahul@,test@yahoo.com,P 400,Home & Kitchen,,483.19,,Net banking,Delivered,12-06-2023
ORD-1517,S@nja y,test@yahoo.com,P-100@,Fashion,2,426.19,,Credit Card,Delivered,07/18/2023
ORD-1606,Priya,wrong@email@.com,P 400,Home & Kitchen,,363.19,,Net banking,,13-12-2023
ORD-1236,Ankit#,demo@outlook.com,,Home & Kitchen,,234.03,,,,12/30/2023
ORD-1915,Priya,wrong@email@.com,,,10,127.98,,Paypal,Delivered,23-12-2023
ORD-1266,Amit$,wrong@email@.com,P 400,,2,120.4,,Net banking,Cancelled,09-11-2023
ORD-1081,S@nja y,user@gmail.com,P-100@,Home & Kitchen,5,162.61,,Paypal,Delivered,01-02-2023
ORD-1574,Rohit,wrong@email@.com,,Electronics,1,297.15,,Cash on Delivery,,20-04-2023
ORD-2125,Neha!!,,P-100@,Fashion,2,371.57,,Cash on Delivery,,17-10-2023
ORD-1153,Rohit,,P#200,Fashion,10,347.09,,,Pending,05/21/2023
ORD-1068,S@nja y,user@gmail.com,P 400,Home & Kitchen,5,175.97,,Net banking,Cancelled,02-10-2023
ORD-1527,Amit$,test@yahoo.com,P-100@,,2,479.69,,,Delivered,04-12-2023
ORD-1049,Ankit#,,P-100@,Fashion,10,382.05,,,Cancelled,25-10-2023
ORD-1803,Priya,test@yahoo.com,P 400,Home & Kitchen,,299.46,,Credit Card,Cancelled,10-07-2023
ORD-1925,Rahul@,test@yahoo.com,P-100@,Home & Kitchen,10,325.27,,Net banking,Delivered,01-07-2023
ORD-1279,Priya,user@gmail.com,P-100@,,5,238.82,,,Cancelled,21-08-2023
ORD-1321,Rohit,test@yahoo.com,P 400,Electronics,,161.48,,Cash on Delivery,,26-12-2023
ORD-1775,Neha!!,user@gmail.com,P-100@,Home & Kitchen,,210.19,,Net banking,Cancelled,23-09-2023
ORD-1782,S@nja y,wrong@email@.com,P#200,,5,391.03,,,Delivered,19-12-2023
ORD-1649,Priya,test@yahoo.com,,Electronics,,56.48,,Credit Card,Delivered,08-08-2023
ORD-1136,Amit$,wrong@email@.com,P_300,Home & Kitchen,1,102.23,,Net banking,Pending,07-11-2023
ORD-1265,S@nja y,demo@outlook.com,P-100@,Electronics,1,70.7,,,Pending,02-08-2023
ORD-1184,Neha!!,wrong@email@.com,,Fashion,2,68.33,,Net banking,Cancelled,11-02-2023
ORD-1666,Rohit,wrong@email@.com,P#200,Fashion,2,434.96,,Paypal,Cancelled,03-04-2023
ORD-1168,Ankit#,user@gmail.com,,,5,366.65,,Credit Card,Delivered,02/14/2023
ORD-1378,S@nja y,demo@outlook.com,P_300,,10,263.38,,Paypal,Delivered,02/16/2023
ORD-1565,,user@gmail.com,P_300,Fashion,10,94.03,,Net banking,Pending,02/25/2023
ORD-1386,Rahul@,demo@outlook.com,P 400,,1,271.23,,Paypal,Pending,12-09-2023
ORD-1990,Rahul@,,P_300,Fashion,10,263.06,,Cash on Delivery,Pending,08-11-2023
ORD-1963,Ankit#,wrong@email@.com,,,5,127.94,,,Cancelled,26-12-2023
ORD-1389,S@nja y,demo@outlook.com,P#200,Electronics,1,245.23,,Cash on Delivery,,14-05-2023
ORD-1007,Neha!!,wrong@email@.com,P-100@,Home & Kitchen,2,229.33,,Net banking,Delivered,05-10-2023
ORD-1738,Priya,,P#200,Electronics,1,327.13,,Paypal,,15-09-2023
ORD-1411,Rohit,demo@outlook.com,P-100@,,10,335.79,,,,24-02-2023
ORD-1352,Rohit,,P#200,Home & Kitchen,5,70.39,,Paypal,Pending,09-04-2023
ORD-1427,,demo@outlook.com,P-100@,,,218.58,,Paypal,Delivered,20-03-2023
ORD-1907,Priya,test@yahoo.com,,,10,331.64,,Paypal,Delivered,05-10-2023
ORD-1403,Ankit#,test@yahoo.com,P 400,Home & Kitchen,1,276.41,,Net banking,,29-05-2023
ORD-1650,Rahul@,wrong@email@.com,P-100@,Fashion,10,435.42,,Credit Card,Delivered,06/17/2023
ORD-1713,Priya,wrong@email@.com,,Home & Kitchen,2,346.41,,,,19-10-2023
ORD-1868,S@nja y,,P-100@,Fashion,1,123.32,,Net banking,Cancelled,12-10-2023
ORD-1194,Priya,test@yahoo.com,P_300,Fashion,1,81.76,,Paypal,Pending,07/17/2023
ORD-1876,Amit$,demo@outlook.com,P-100@,Home & Kitchen,2,339.09,,Cash on Delivery,Delivered,04-10-2023
ORD-2194,Neha!!,wrong@email@.com,P_300,Electronics,5,61.93,,,Pending,08/28/2023
ORD-2029,,test@yahoo.com,P#200,Electronics,1,313.6,,Credit Card,,01/26/2023
ORD-1283,S@nja y,test@yahoo.com,P 400,Electronics,1,473.1,,Cash on Delivery,,02-10-2023
ORD-1222,Ankit#,user@gmail.com,P-100@,Fashion,10,308.96,,Cash on Delivery,Delivered,10/19/2023
ORD-2095,Priya,user@gmail.com,,,10,224.68,,Paypal,Pending,07/20/2023
ORD-1013,,wrong@email@.com,,Fashion,,339.48,,Net banking,Pending,07-05-2023
ORD-1197,Amit$,user@gmail.com,P-100@,Electronics,,256.21,,Cash on Delivery,,01-07-2023
ORD-1157,Rahul@,test@yahoo.com,P-100@,Fashion,,295.53,,Credit Card,Cancelled,12/14/2023
ORD-1514,Rohit,test@yahoo.com,P-100@,Electronics,,473.66,,Cash on Delivery,,09-07-2023
ORD-1096,Rahul@,demo@outlook.com,P_300,Electronics,2,223.75,,,Cancelled,08-05-2023
ORD-1076,,user@gmail.com,P-100@,Home & Kitchen,5,482.54,,Cash on Delivery,Pending,03-03-2023
ORD-1087,Neha!!,demo@outlook.com,P 400,Home & Kitchen,2,457.41,,Paypal,Pending,28-01-2023
ORD-1762,S@nja y,test@yahoo.com,,Electronics,1,138.11,,Credit Card,Delivered,11-11-2023
ORD-1085,Priya,user@gmail.com,P_300,Electronics,5,81.21,,Cash on Delivery,,06-11-2023
ORD-1663,Rohit,,P_300,,1,95.35,,Paypal,Pending,02-06-2023
ORD-1050,Neha!!,user@gmail.com,P_300,Fashion,,58.2,,Cash on Delivery,Cancelled,13-05-2023
ORD-1776,Priya,,,Fashion,1,92.5,,Net banking,Delivered,26-04-2023
ORD-1171,Rahul@,,P-100@,Home & Kitchen,5,357.35,,Cash on Delivery,Pending,06-05-2023
ORD-1388,Neha!!,demo@outlook.com,,Electronics,1,82.03,,Cash on Delivery,Pending,17-10-2023
ORD-2096,Rahul@,wrong@email@.com,P_300,,5,193.54,,Cash on Delivery,Pending,08-05-2023
ORD-1244,S@nja y,test@yahoo.com,P-100@,,1,430.19,,Cash on Delivery,Delivered,08/19/2023
ORD-1045,S@nja y,user@gmail.com,P 400,,5,60.47,,Credit Card,Pending,10/21/2023
 ORD-1080 ,Ankit#,test@yahoo.com,P-100@,Home & Kitchen,,416.51,,,,12-02-2023
ORD-2035,Priya,demo@outlook.com,P 400,Home & Kitchen,,176.83,,Paypal,Pending,30-07-2023
ORD-1422,Amit$,wrong@email@.com,P 400,Fashion,,103.17,,Paypal,Pending,06/19/2023
ORD-1054,Amit$,test@yahoo.com,P#200,Electronics,10,363.53,,Cash on Delivery,Pending,12/15/2023
ORD-2084,S@nja y,demo@outlook.com,,Fashion,5,333.02,,Paypal,Pending,11-02-2023
ORD-1338,Amit$,wrong@email@.com,,,5,444.86,,Paypal,Pending,02-08-2023
ORD-1644,Amit$,user@gmail.com,P_300,,,380.78,,Paypal,Delivered,04/13/2023
ORD-1664,Neha!!,demo@outlook.com,P-100@,,5,411.57,,Net banking,,09/28/2023
ORD-2127,S@nja y,,P 400,,,176.92,,Credit Card,,22-02-2023
ORD-1643,Priya,user@gmail.com,P#200,,10,129.85,,Credit Card,Delivered,07/29/2023
ORD-1749,Rahul@,,P_300,Home & Kitchen,10,387.78,,Credit Card,Cancelled,10-06-2023
ORD-1081,Ankit#,demo@outlook.com,P 400,Fashion,2,413.08,,Net banking,Pending,08/24/2023
ORD-1078,Rohit,test@yahoo.com,,Electronics,,495.73,,Credit Card,Delivered,09/17/2023
 ORD-2040 ,Amit$,demo@outlook.com,P#200,Fashion,5,235.68,,Paypal,Pending,02/17/2023
ORD-1922,Neha!!,test@yahoo.com,P-100@,Fashion,5,217.41,,,Pending,11-06-2023
ORD-1959,S@nja y,test@yahoo.com,,,1,399.39,,Credit Card,Pending,12-05-2023
ORD-1866,Neha!!,demo@outlook.com,P#200,,,203.36,,,Delivered,01-09-2023
ORD-1112,Neha!!,wrong@email@.com,,Home & Kitchen,1,468.84,,Net banking,Pending,03-04-2023
ORD-1187,S@nja y,,P-100@,Home & Kitchen,,436.29,,Paypal,,16-03-2023
ORD-1402,,,P_300,,2,243.05,,Paypal,,15-09-2023
ORD-1327,Amit$,,,Home & Kitchen,,387.89,,Credit Card,Delivered,07/14/2023
ORD-1783,Ankit#,demo@outlook.com,,Home & Kitchen,2,389.54,,Paypal,Pending,31-12-2023
ORD-1539,Neha!!,user@gmail.com,P#200,,1,96.41,,Net banking,,04/16/2023
ORD-1698,Amit$,test@yahoo.com,P#200,Fashion,2,456.15,,Net banking,Delivered,14-06-2023
ORD-1377,Priya,demo@outlook.com,P-100@,Fashion,,277.36,,,,10-06-2023
ORD-1615,S@nja y,,P-100@,Home & Kitchen,2,421.91,,,Cancelled,07/14/2023
ORD-1707,Amit$,demo@outlook.com,,Electronics,,194.02,,Cash on Delivery,Cancelled,10-07-2023
ORD-1008,Priya,wrong@email@.com,,Home & Kitchen,2,452.99,,Net banking,Cancelled,08-11-2023
ORD-1643,S@nja y,test@yahoo.com,P#200,Fashion,2,225.14,,Cash on Delivery,Delivered,02/16/2023
ORD-1659,Priya,test@yahoo.com,P-100@,Home & Kitchen,10,54.88,,Credit Card,,12-02-2023
ORD-1104,S@nja y,test@yahoo.com,P 400,Fashion,5,457.42,,Net banking,Pending,18-08-2023
ORD-1132,Rohit,,P-100@,Home & Kitchen,5,91.08,,Cash on Delivery,,09-12-2023
 ORD-1220 ,Rahul@,demo@outlook.com,,,5,193.69,,Cash on Delivery,Delivered,31-07-2023
ORD-1726,Neha!!,test@yahoo.com,P 400,Fashion,2,477.53,,Credit Card,Pending,05-06-2023
ORD-2107,Ankit#,user@gmail.com,,Fashion,,477.77,,,,10/29/2023
ORD-1745,Priya,user@gmail.com,,Fashion,1,308.05,,Paypal,Pending,12/22/2023
ORD-2084,Rahul@,wrong@email@.com,P-100@,,1,334.33,,,Delivered,12/21/2023
ORD-1866,,wrong@email@.com,,,5,251.8,,Credit Card,Delivered,08-04-2023
ORD-1021,Amit$,test@yahoo.com,P#200,Electronics,2,181.94,,,,05-07-2023
ORD-1994,Rahul@,wrong@email@.com,P 400,Home & Kitchen,10,197.9,,Paypal,Delivered,02-02-2023
ORD-1351,Ankit#,test@yahoo.com,P#200,Fashion,1,352.63,,Net banking,Pending,25-02-2023
ORD-1747,,test@yahoo.com,P-100@,,1,388.57,,,Cancelled,20-10-2023
ORD-1310,Ankit#,demo@outlook.com,P-100@,Electronics,2,406.21,,Net banking,Delivered,04-02-2023
ORD-1529,Priya,user@gmail.com,P 400,,,405.33,,Paypal,Delivered,03-03-2023
ORD-2017,Rohit,demo@outlook.com,,Fashion,,91.04,,Net banking,,09-11-2023
ORD-1676,Ankit#,test@yahoo.com,,Electronics,5,272.49,,Net banking,Delivered,19-07-2023
ORD-1547,Priya,,P-100@,,,75.9,,Paypal,Cancelled,08-12-2023
ORD-1837,Ankit#,wrong@email@.com,P 400,Home & Kitchen,10,297.29,,Credit Card,Pending,05/27/2023
ORD-1867,Amit$,user@gmail.com,P#200,Fashion,5,248.69,,,Delivered,12/16/2023
ORD-1423,Rahul@,test@yahoo.com,P 400,Fashion,10,449.47,,Cash on Delivery,Pending,06-06-2023
ORD-1068,Ankit#,demo@outlook.com,,,10,207.91,,Cash on Delivery,,04-04-2023
ORD-1518,Priya,user@gmail.com,P-100@,Fashion,1,102.68,,Paypal,,11-07-2023
ORD-1957,Priya,test@yahoo.com,,Home & Kitchen,1,114.35,,Cash on Delivery,Cancelled,10-11-2023
ORD-1363,Neha!!,user@gmail.com,P_300,Home & Kitchen,1,392.68,,,Delivered,04/21/2023
ORD-2154,Rahul@,user@gmail.com,P-100@,Fashion,10,328.2,,Cash on Delivery,,26-06-2023
ORD-2167,Rahul@,wrong@email@.com,,,5,95.51,,Credit Card,Cancelled,22-06-2023
ORD-1938,S@nja y,user@gmail.com,P-100@,Fashion,,87.85,,Cash on Delivery,,25-04-2023
ORD-2187,,,P_300,,5,365.44,,Cash on Delivery,Pending,10-08-2023
ORD-1644,Neha!!,,P-100@,Fashion,,82.74,,Cash on Delivery,,22-07-2023
ORD-2003,S@nja y,wrong@email@.com,P-100@,Fashion,2,419.84,,Cash on Delivery,Cancelled,01/31/2023
ORD-1359,Ankit#,test@yahoo.com,P-100@,Electronics,5,367.81,,Paypal,Delivered,28-11-2023
ORD-1190,Rohit,test@yahoo.com,P 400,Fashion,1,86.61,,,Pending,12-04-2023
ORD-2179,,demo@outlook.com,P#200,Electronics,2,88.18,,,Delivered,03-02-2023
 ORD-1460 ,Ankit#,wrong@email@.com,P 400,Electronics,2,493.99,,Paypal,Cancelled,01/18/2023
ORD-1955,Rahul@,user@gmail.com,P-100@,Electronics,1,218.42,,Cash on Delivery,Delivered,22-09-2023
ORD-2003,Ankit#,demo@outlook.com,P_300,Home & Kitchen,5,216.79,,Cash on Delivery,Pending,24-01-2023
ORD-1254,Rahul@,demo@outlook.com,,Electronics,2,415.76,,Net banking,Pending,05-07-2023
ORD-1754,S@nja y,wrong@email@.com,P 400,Fashion,5,476.26,,Credit Card,,12-02-2023
 ORD-1040 ,Ankit#,test@yahoo.com,P_300,Home & Kitchen,2,493.7,,Paypal,,08-02-2023
ORD-1889,Amit$,wrong@email@.com,P_300,,5,389.02,,Net banking,Delivered,28-04-2023
ORD-1973,,wrong@email@.com,,Fashion,10,219.32,,Credit Card,Pending,19-08-2023
ORD-1369,Neha!!,user@gmail.com,P_300,Home & Kitchen,2,87.58,,Paypal,Pending,12-10-2023
ORD-1983,,wrong@email@.com,P 400,Electronics,,399.72,,Cash on Delivery,,02/20/2023
ORD-1606,Amit$,demo@outlook.com,P-100@,Fashion,10,301.28,,Paypal,,30-06-2023
ORD-1957,Amit$,user@gmail.com,P-100@,Home & Kitchen,5,240.9,,Paypal,,07-07-2023
ORD-1708,Amit$,test@yahoo.com,,Fashion,2,457.86,,,,15-12-2023
ORD-1722,,test@yahoo.com,P-100@,Electronics,1,100.04,,Credit Card,Delivered,11/13/2023
ORD-2014,S@nja y,wrong@email@.com,P#200,Home & Kitchen,5,271.68,,Net banking,Cancelled,11/26/2023
ORD-1123,,,P_300,Electronics,2,55.11,,Paypal,Cancelled,12/30/2023
ORD-1377,,user@gmail.com,,Home & Kitchen,5,260.9,,,Cancelled,12-09-2023
ORD-2055,Rahul@,test@yahoo.com,P-100@,Home & Kitchen,2,75.34,,Paypal,Cancelled,08-02-2023
ORD-2053,S@nja y,user@gmail.com,P#200,Home & Kitchen,1,103.47,,Net banking,Pending,07-01-2023
 ORD-1860 ,Priya,demo@outlook.com,P#200,Electronics,2,102.89,,Net banking,Delivered,01/30/2023
ORD-2037,Amit$,,P#200,Electronics,10,342.14,,Paypal,Delivered,09/26/2023
ORD-1552,Amit$,user@gmail.com,P-100@,Home & Kitchen,,385.72,,,Delivered,01/27/2023
ORD-1501,Ankit#,test@yahoo.com,P-100@,Fashion,5,312.52,,,Delivered,19-05-2023
ORD-1148,Priya,user@gmail.com,P 400,Fashion,10,482.98,,Net banking,Delivered,08/25/2023
ORD-1119,Ankit#,demo@outlook.com,P_300,Home & Kitchen,5,218.69,,,Cancelled,06/13/2023
ORD-1643,Rohit,,P 400,,10,178.57,,Net banking,Cancelled,06/16/2023
ORD-1206,Neha!!,demo@outlook.com,P#200,Fashion,,440.87,,Paypal,Cancelled,08-03-2023
ORD-1447,Ankit#,wrong@email@.com,,,5,150.62,,Credit Card,Cancelled,18-08-2023
ORD-1690,Rahul@,demo@outlook.com,,,,483.45,,,Pending,10-05-2023
ORD-1501,S@nja y,,P-100@,Electronics,10,55.47,,Credit Card,Cancelled,26-10-2023
ORD-1004,Ankit#,test@yahoo.com,P#200,Fashion,1,486.45,,,Pending,02/18/2023
ORD-1878,Ankit#,,,,10,69.42,,Net banking,,10-06-2023
ORD-1218,Neha!!,,P-100@,Fashion,5,451.01,,,Delivered,25-06-2023
ORD-1238,Rahul@,test@yahoo.com,,Electronics,1,287.47,,Credit Card,Delivered,29-07-2023
ORD-1695,Priya,demo@outlook.com,P#200,Home & Kitchen,10,496.83,,Paypal,,12-07-2023
ORD-2103,Neha!!,demo@outlook.com,P#200,Electronics,5,83.21,,Cash on Delivery,Cancelled,06/20/2023
ORD-1933,Amit$,,P 400,Electronics,10,299.23,,Paypal,Delivered,14-06-2023
ORD-1993,Neha!!,test@yahoo.com,P#200,Electronics,,486.19,,Net banking,,22-07-2023
ORD-1363,Rohit,test@yahoo.com,P 400,Electronics,,285.39,,Net banking,Delivered,05-02-2023
ORD-1338,Priya,test@yahoo.com,P-100@,Home & Kitchen,5,333.23,,Net banking,Cancelled,15-03-2023
 ORD-1620 ,Rohit,wrong@email@.com,,Home & Kitchen,1,363.09,,Net banking,Pending,12-09-2023
ORD-1813,S@nja y,demo@outlook.com,P-100@,Fashion,1,254.54,,Paypal,Cancelled,11-09-2023
ORD-1997,Amit$,demo@outlook.com,P_300,Home & Kitchen,,332.4,,,Cancelled,08-10-2023
ORD-1809,Priya,demo@outlook.com,P-100@,Home & Kitchen,,312.94,,Credit Card,Pending,15-11-2023
ORD-1285,Priya,test@yahoo.com,P-100@,Fashion,,455.52,,Cash on Delivery,Delivered,20-04-2023
ORD-1837,,wrong@email@.com,P-100@,Electronics,2,70.45,,Credit Card,Pending,06-06-2023
ORD-1228,Priya,wrong@email@.com,P#200,Home & Kitchen,2,176.43,,,Cancelled,03/19/2023
ORD-1350,Rahul@,demo@outlook.com,,Fashion,1,477.69,,Net banking,Pending,21-06-2023
ORD-1932,Rahul@,demo@outlook.com,P#200,Electronics,2,450.62,,Credit Card,Cancelled,06-04-2023
 ORD-1320 ,S@nja y,user@gmail.com,P-100@,Electronics,1,255.05,,Cash on Delivery,Delivered,13-11-2023
ORD-1922,,test@yahoo.com,P_300,,5,329.06,,Cash on Delivery,,11-03-2023
 ORD-1440 ,Neha!!,demo@outlook.com,P#200,Home & Kitchen,1,174.82,,Net banking,Cancelled,17-03-2023
ORD-1136,Amit$,,P-100@,Fashion,2,134.65,,Cash on Delivery,Delivered,07/15/2023
ORD-1903,,demo@outlook.com,P_300,Fashion,1,258.66,,Net banking,,20-08-2023
ORD-1108,S@nja y,demo@outlook.com,P 400,Fashion,2,209.01,,Net banking,Cancelled,03/20/2023
ORD-1715,,demo@outlook.com,P#200,Electronics,10,312.65,,,Delivered,03-05-2023
ORD-1283,Ankit#,user@gmail.com,P 400,Electronics,,84.98,,Paypal,Cancelled,05-10-2023
ORD-1401,Rohit,demo@outlook.com,,Home & Kitchen,2,488.48,,Net banking,Delivered,03-12-2023
ORD-1932,Priya,test@yahoo.com,P 400,,10,493.79,,Net banking,Cancelled,02-02-2023
ORD-1944,Neha!!,demo@outlook.com,,Fashion,10,364.17,,Credit Card,Pending,07-04-2023
ORD-1183,,demo@outlook.com,P 400,,5,291.24,,,,27-02-2023
ORD-1163,Amit$,test@yahoo.com,,Electronics,2,189.29,,Paypal,Delivered,01/29/2023
ORD-2189,Priya,,P 400,Fashion,10,416.21,,Credit Card,Cancelled,29-03-2023
ORD-1491,,wrong@email@.com,P 400,Home & Kitchen,5,358.13,,Net banking,,05/24/2023
ORD-1747,Rohit,test@yahoo.com,P 400,Fashion,,123.18,,,Pending,03-05-2023
ORD-2117,Rohit,,P_300,Electronics,1,459.92,,,Delivered,05/24/2023
ORD-2087,S@nja y,demo@outlook.com,P_300,Fashion,1,420.14,,,Cancelled,09/28/2023
ORD-1871,Rohit,demo@outlook.com,P 400,Electronics,5,477.41,,,Pending,17-03-2023
ORD-2048,Rahul@,user@gmail.com,P-100@,Home & Kitchen,10,376.57,,Net banking,Cancelled,04-02-2023
ORD-2123,S@nja y,wrong@email@.com,P-100@,Electronics,,326.04,,,Cancelled,25-06-2023
ORD-1767,,,P 400,Electronics,,238.21,,Credit Card,Pending,26-02-2023
ORD-1752,Priya,test@yahoo.com,,Electronics,,469.73,,Cash on Delivery,Cancelled,11-01-2023
ORD-1197,Priya,test@yahoo.com,P-100@,Electronics,5,439.73,,Paypal,Cancelled,17-05-2023
ORD-2082,Neha!!,test@yahoo.com,P 400,Home & Kitchen,10,70.35,,Cash on Delivery,Pending,02-09-2023
ORD-1233,Rohit,user@gmail.com,P_300,Fashion,2,61.87,,Credit Card,Pending,09/17/2023
ORD-1989,Neha!!,demo@outlook.com,P-100@,Fashion,1,219.41,,,Cancelled,08/17/2023
ORD-1105,Priya,user@gmail.com,P 400,Home & Kitchen,,414.75,,,,11/21/2023
ORD-1727,Rohit,user@gmail.com,,Electronics,5,494.27,,Credit Card,Pending,11/24/2023
ORD-1844,Amit$,wrong@email@.com,,,5,117.69,,Net banking,Pending,12-10-2023
ORD-1491,Rohit,demo@outlook.com,P#200,,,317.36,,Paypal,Pending,07-04-2023
ORD-1624,Amit$,wrong@email@.com,P_300,Home & Kitchen,,221.4,,Cash on Delivery,Cancelled,15-03-2023
ORD-1635,Amit$,,P-100@,,5,486.46,,Credit Card,,07/16/2023
ORD-1894,Rohit,demo@outlook.com,P 400,Home & Kitchen,,428.95,,Credit Card,,03/24/2023
ORD-1556,,demo@outlook.com,P#200,Electronics,5,427.25,,Net banking,Cancelled,13-03-2023
ORD-1477,Ankit#,wrong@email@.com,P-100@,,,260.91,,Net banking,,05/25/2023
ORD-1290,Amit$,demo@outlook.com,P-100@,,2,236.67,,Cash on Delivery,,30-07-2023
ORD-1434,Amit$,,P#200,Fashion,5,173.03,,Paypal,,25-07-2023
ORD-1507,Rahul@,test@yahoo.com,,,10,75.37,,Credit Card,,10-07-2023
ORD-1122,Rahul@,wrong@email@.com,P-100@,Electronics,10,439.13,,,Pending,15-12-2023
ORD-1844,Rohit,user@gmail.com,,Electronics,5,415.81,,Net banking,Cancelled,06-05-2023
ORD-1753,Ankit#,demo@outlook.com,,Home & Kitchen,2,499.87,,Credit Card,,11-01-2023
ORD-1708,Rahul@,test@yahoo.com,P_300,,,498.49,,Net banking,Cancelled,23-03-2023
ORD-1962,Amit$,user@gmail.com,P 400,Electronics,5,299.94,,Cash on Delivery,Cancelled,08-02-2023
ORD-1307,Amit$,,P#200,Electronics,,396.04,,,Delivered,09-06-2023
ORD-1668,Amit$,test@yahoo.com,P#200,,1,475.14,,Credit Card,Pending,08-08-2023
ORD-1922,Priya,user@gmail.com,P#200,Fashion,,432.34,,,Pending,01-08-2023
ORD-1487,Ankit#,,P-100@,,10,161.31,,Cash on Delivery,Pending,21-11-2023
ORD-1677,Rohit,user@gmail.com,P#200,,5,252.74,,Net banking,Pending,12/15/2023
ORD-1032,Ankit#,test@yahoo.com,P#200,Fashion,2,108.12,,,Pending,08-08-2023
ORD-1288,Priya,demo@outlook.com,P#200,Home & Kitchen,,479.32,,,Delivered,16-03-2023
ORD-1355,Rahul@,,P#200,Home & Kitchen,10,322.78,,Net banking,Cancelled,12/24/2023
